kind,id,name,field,value,raw_value
item,butterfly,Butterfly,tags,Life Steal,[[Life Steal]]
item,butterfly,Butterfly,unique,,
item,butterfly,Butterfly,unlocked_by,,
item,cake,Cake,is_dlc,-,-
item,cake,Cake,limit,,
item,cake,Cake,price,15,15
item,cake,Cake,rarity,1,1
item,cake,Cake,stats,"+3 Max HP
-1 % Damage",{{Color|green|+3}} Max HP<br>{{Color|red|-1}} % Damage
item,cake,Cake,tags,Max HP,[[Max HP]]
item,cake,Cake,unique,,
item,cake,Cake,unlocked_by,,
item,campfire,Campfire,is_dlc,-,-
item,campfire,Campfire,limit,,
item,campfire,Campfire,price,40,40
item,campfire,Campfire,rarity,2,2
item,campfire,Campfire,stats,"+2 Elemental Damage
+2 HP Regeneration
-2 % Speed",{{Color|green|+2}} Elemental Damage<br>{{Color|green|+2}} HP Regeneration<br>{{Color|red|-2}} % Speed
item,campfire,Campfire,tags,"Elemental Damage, HP Regeneration","[[Elemental Damage]], [[HP Regeneration]]"
item,campfire,Campfire,unique,,
item,campfire,Campfire,unlocked_by,,
item,candle,Candle,is_dlc,-,-
item,candle,Candle,limit,1,1
item,candle,Candle,price,65,65
item,candle,Candle,rarity,3,3
item,candle,Candle,stats,"+4 Elemental Damage
+1 HP Regeneration
-10% Enemies
-5 % Damage",{{Color|green|+4}} Elemental Damage<br>{{Color|green|+1}} HP Regeneration<br>-10% Enemies<br>{{Color|red|-5}} % Damage
item,candle,Candle,tags,"Elemental Damage, HP Regeneration, Less Enemies","[[Elemental Damage]], [[HP Regeneration]], [[Less Enemies]]"
item,candle,Candle,unique,true,true
item,candle,Candle,unlocked_by,,
item,candy bag,Candy Bag,is_dlc,-,-
item,candy bag,Candy Bag,limit,1,1
item,candy bag,Candy Bag,price,70,70
item,candy bag,Candy Bag,rarity,3,3
item,candy bag,Candy Bag,stats,"Each wave grants 8 points randomly split between your primary stats
Each wave, 10% chance to spawn an additional elite","Each wave grants {{Color|green|8}} points randomly split between your primary stats<br>Each wave, {{Color|red|10%}} chance to spawn an additional elite"
item,candy bag,Candy Bag,tags,,
item,candy bag,Candy Bag,unique,true,true
item,candy bag,Candy Bag,unlocked_by,Win a run without locking any items in the shop,Win a run without locking any items in the shop
item,cape,Cape,is_dlc,-,-
item,cape,Cape,limit,,
item,cape,Cape,price,110,110
item,cape,Cape,rarity,4,4
item,cape,Cape,stats,"+5 % Life Steal
+20 % Dodge
-2 Melee Damage
-2 Ranged Damage
-2 Elemental Damage",{{Color|green|+5}} % Life Steal<br>{{Color|green|+20}} % Dodge<br>{{Color|red|-2}} Melee Damage<br>{{Color|red|-2}} Ranged Damage<br>{{Color|red|-2}} Elemental Damage
item,cape,Cape,tags,"Life Steal, Dodge","[[Life Steal]], [[Dodge]]"
item,cape,Cape,unique,,
item,cape,Cape,unlocked_by,,
item,cauldron,Cauldron,is_dlc,1,1
item,cauldron,Cauldron,limit,1,1
item,cauldron,Cauldron,price,35,35
item,cauldron,Cauldron,rarity,2,2
item,cauldron,Cauldron,stats,"+50% pickup range
+20 % Damage for 2 seconds after picking up a consumable
-2 HP Regeneration",{{Color|green|+50%}} pickup range<br>{{Color|green|+20}} {{Color|green|% Damage}} for {{Color|green|2}} seconds after picking up a consumable<br>{{Color|red|-2}} HP Regeneration
item,cauldron,Cauldron,tags,Pickup,[[Pickup]]
item,cauldron,Cauldron,unique,true,true
item,cauldron,Cauldron,unlocked_by,Win a run with Druid,Win a run with [[File:Druid.png|link=Druid|x30px]] [[Druid]]
item,celery tea,Celery Tea,is_dlc,-,-
item,celery tea,Celery Tea,limit,,
item,celery tea,Celery Tea,price,35,35
item,celery tea,Celery Tea,rarity,2,2
item,celery tea,Celery Tea,stats,"+5 % XP Gain at the end of a wave
+50 % XP Gain during the next wave
+100 % Enemy health during the next wave",{{Color|green|+5}} {{Color|green|% XP Gain}} at the end of a wave<br>{{Color|green|+50}} {{Color|green|% XP Gain}} during the next wave<br>{{Color|red|+100}} {{Color|red|% Enemy health}} during the next wave
item,celery tea,Celery Tea,tags,XP Gain,[[XP Gain]]
item,celery tea,Celery Tea,unique,,
item,celery tea,Celery Tea,unlocked_by,Win a run with Baby,Win a run with [[File:Baby.png|link=Baby|x30px]] [[Baby]]
item,chameleon,Chameleon,is_dlc,-,-
item,chameleon,Chameleon,limit,,
item,chameleon,Chameleon,price,70,70
item,chameleon,Chameleon,rarity,3,3
item,chameleon,Chameleon,stats,"+3 % Dodge
+20 % Dodge while standing still
-4 % Damage",{{Color|green|+3}} % Dodge<br>{{Color|green|+20}} {{Color|green|% Dodge}} while standing still<br>{{Color|red|-4}} % Damage
item,chameleon,Chameleon,tags,"Dodge, Stand Still","[[Dodge]], [[Stand Still]]"
item,chameleon,Chameleon,unique,,
item,chameleon,Chameleon,unlocked_by,,
item,charcoal,Charcoal,is_dlc,-,-
item,charcoal,Charcoal,limit,,
item,charcoal,Charcoal,price,20,20
item,charcoal,Charcoal,rarity,1,1
item,charcoal,Charcoal,stats,"+1 Elemental Damage
+2 Melee Damage
-2 Harvesting",{{Color|green|+1}} Elemental Damage<br>{{Color|green|+2}} Melee Damage<br>{{Color|red|-2}} Harvesting
item,charcoal,Charcoal,tags,"Elemental Damage, Melee Damage","[[Elemental Damage]], [[Melee Damage]]"
item,charcoal,Charcoal,unique,,
item,charcoal,Charcoal,unlocked_by,,
item,claw tree,Claw Tree,is_dlc,-,-
item,claw tree,Claw Tree,limit,,
item,claw tree,Claw Tree,price,20,20
item,claw tree,Claw Tree,rarity,1,1
item,claw tree,Claw Tree,stats,"+1 Melee Damage
+3 % Crit Chance
-1 Max HP",{{Color|green|+1}} Melee Damage<br>{{Color|green|+3}} % Crit Chance<br>{{Color|red|-1}} Max HP
item,claw tree,Claw Tree,tags,"Melee Damage, Crit Chance","[[Melee Damage]], [[Crit Chance]]"
item,claw tree,Claw Tree,unique,,
item,claw tree,Claw Tree,unlocked_by,,
item,clockwork wasp,Clockwork Wasp,is_dlc,-,-
item,clockwork wasp,Clockwork Wasp,limit,,
item,clockwork wasp,Clockwork Wasp,price,45,45
item,clockwork wasp,Clockwork Wasp,rarity,2,2
item,clockwork wasp,Clockwork Wasp,stats,"+10 % Structure attack speed
+5 % Speed",{{Color|green|+10}} % Structure attack speed<br>{{Color|green|+5}} % Speed
item,clockwork wasp,Clockwork Wasp,tags,"Structure, Speed","[[Structure (Item Tag)|Structure]], [[Speed]]"
item,clockwork wasp,Clockwork Wasp,unique,,
item,clockwork wasp,Clockwork Wasp,unlocked_by,,
item,clover,Clover,is_dlc,-,-
item,clover,Clover,limit,,
item,clover,Clover,price,65,65
item,clover,Clover,rarity,3,3
item,clover,Clover,stats,"+20 Luck
+6 % Dodge
-2 % Life Steal",{{Color|green|+20}} Luck<br>{{Color|green|+6}} % Dodge<br>{{Color|red|-2}} % Life Steal
item,clover,Clover,tags,"Luck, Dodge","[[Luck]], [[Dodge]]"
item,clover,Clover,unique,,
item,clover,Clover,unlocked_by,,
item,coffee,Coffee,is_dlc,-,-
item,coffee,Coffee,limit,,
item,coffee,Coffee,price,20,20
item,coffee,Coffee,rarity,1,1
item,coffee,Coffee,stats,"+10 % Attack Speed
-2 % Damage",{{Color|green|+10}} % Attack Speed<br>{{Color|red|-2}} % Damage
item,coffee,Coffee,tags,Attack Speed,[[Attack Speed]]
item,coffee,Coffee,unique,,
item,coffee,Coffee,unlocked_by,,
item,cog,Cog,is_dlc,-,-
item,cog,Cog,limit,,
item,cog,Cog,price,35,35
item,cog,Cog,rarity,2,2
item,cog,Cog,stats,"+4 Engineering
+1 Knockback
-4 % Damage",{{Color|green|+4}} Engineering<br>{{Color|green|+1}} Knockback<br>{{Color|red|-4}} % Damage
item,cog,Cog,tags,"Engineering, Knockback","[[Engineering]], [[Knockback]]"
item,cog,Cog,unique,,
item,cog,Cog,unlocked_by,,
item,coil,Coil,is_dlc,-,-
item,coil,Coil,limit,3,3
item,coil,Coil,price,70,70
item,coil,Coil,rarity,3,3
item,coil,Coil,stats,"+5 Knockback
+1 % Damage for every 1 Knockback you have",{{Color|green|+5}} Knockback<br>{{Color|green|+1}} {{Color|green|% Damage}} for every {{Color|green|1}} {{Color|green|Knockback}} you have
item,coil,Coil,tags,"Damage, Knockback","[[Damage]], [[Knockback]]"
item,coil,Coil,unique,,
item,coil,Coil,unlocked_by,,
item,community support,Community Support,is_dlc,-,-
item,community support,Community Support,limit,1,1
item,community support,Community Support,price,75,75
item,community support,Community Support,rarity,3,3
item,community support,Community Support,stats,"+1 % Attack Speed for every current living enemy
-2 Armor",{{Color|green|+1}} {{Color|green|% Attack Speed}} for every current living enemy <br>{{Color|red|-2}} Armor
item,community support,Community Support,tags,Attack Speed,[[Attack Speed]]
item,community support,Community Support,unique,true,true
item,community support,Community Support,unlocked_by,Win a run with Streamer,Win a run with [[File:Streamer.png|link=Streamer|x30px]] [[Streamer]]
item,compass,Compass,is_dlc,-,-
item,compass,Compass,limit,,
item,compass,Compass,price,40,40
item,compass,Compass,rarity,2,2
item,compass,Compass,stats,"+5 % Speed
+3 Engineering
-3 % Crit Chance",{{Color|green|+5}} % Speed<br>{{Color|green|+3}} Engineering<br>{{Color|red|-3}} % Crit Chance
item,compass,Compass,tags,"Speed, Engineering","[[Speed]], [[Engineering]]"
item,compass,Compass,unique,,
item,compass,Compass,unlocked_by,Win a run with Explorer,Win a run with [[File:Explorer.png|link=Explorer|x30px]] [[Explorer]]
item,coral,Coral,is_dlc,1,1
item,coral,Coral,limit,,
item,coral,Coral,price,40,40
item,coral,Coral,rarity,2,2
item,coral,Coral,stats,"+10 HP Regeneration while standing still
-10 Range",{{Color|green|+10}} {{Color|green|HP Regeneration}} while standing still<br>{{Color|red|-10}} Range
item,coral,Coral,tags,"HP Regeneration, Stand Still","[[HP Regeneration]], [[Stand Still]]"
item,coral,Coral,unique,,
item,coral,Coral,unlocked_by,,
item,corrupted shard,Corrupted Shard,is_dlc,1,1
item,corrupted shard,Corrupted Shard,limit,,
item,corrupted shard,Corrupted Shard,price,12,12
item,corrupted shard,Corrupted Shard,rarity,1,1
item,corrupted shard,Corrupted Shard,stats,"+3 % Damage
+1 Curse",{{Color|green|+3}} % Damage<br>{{Color|curse|+1}} Curse
item,corrupted shard,Corrupted Shard,tags,"Damage, Curse","[[Damage]], [[Curse]]"
item,corrupted shard,Corrupted Shard,unique,,
item,corrupted shard,Corrupted Shard,unlocked_by,,
item,coupon,Coupon,is_dlc,-,-
item,coupon,Coupon,limit,5,5
item,coupon,Coupon,price,15,15
item,coupon,Coupon,rarity,1,1
item,coupon,Coupon,stats,-5 % Items Price,{{Color|green|-5}} % Items Price
item,coupon,Coupon,tags,Economy,[[Economy]]
item,coupon,Coupon,unique,,
item,coupon,Coupon,unlocked_by,,
item,crown,Crown,is_dlc,-,-
item,crown,Crown,limit,1,1
item,crown,Crown,price,70,70
item,crown,Crown,rarity,3,3
item,crown,Crown,stats,Harvesting increases by an additional 8% at the end of a wave,Harvesting increases by an additional {{Color|green|8%}} at the end of a wave
item,crown,Crown,tags,Harvesting,[[Harvesting]]
item,crown,Crown,unique,true,true
item,crown,Crown,unlocked_by,,
item,crystal,Crystal,is_dlc,1,1
item,crystal,Crystal,limit,,
item,crystal,Crystal,price,65,65
item,crystal,Crystal,rarity,3,3
item,crystal,Crystal,stats,"+5 % Attack Speed
+1 % Attack Speed every 1 second until the end of the wave
Bonus is lost when taking damage
-2 Engineering",{{Color|green|+5}} % Attack Speed<br>{{Color|green|+1}} {{Color|green|% Attack Speed}} every 1 second until the end of the wave<br>Bonus is lost when taking damage<br>{{Color|red|-2}} Engineering
item,crystal,Crystal,tags,Attack Speed,[[Attack Speed]]
item,crystal,Crystal,unique,,
item,crystal,Crystal,unlocked_by,,
item,cute monkey,Cute Monkey,is_dlc,-,-
item,cute monkey,Cute Monkey,limit,13,13
item,cute monkey,Cute Monkey,price,25,25
item,cute monkey,Cute Monkey,rarity,1,1
item,cute monkey,Cute Monkey,stats,"+8% chance to heal 1 HP when picking up a material
-1 Ranged Damage",{{Color|green|+8%}} chance to heal 1 HP when picking up a material<br>{{Color|red|-1}} Ranged Damage
item,cute monkey,Cute Monkey,tags,Pickup,[[Pickup]]
item,cute monkey,Cute Monkey,unique,,
item,cute monkey,Cute Monkey,unlocked_by,,
item,cyberball,Cyberball,is_dlc,-,-
item,cyberball,Cyberball,limit,,
item,cyberball,Cyberball,price,30,30
item,cyberball,Cyberball,rarity,2,2
item,cyberball,Cyberball,stats,25% chance to deal 1 ({{Color|green|25% Luck}}) damage to a random enemy when an enemy dies,{{Color|green|25%}} chance to deal {{Color|green|1}} ({{Color|green|25%{{StatIcon|Luck}}}}) damage to a random enemy when an enemy dies
item,cyberball,Cyberball,tags,Luck,[[Luck]]
item,cyberball,Cyberball,unique,,
item,cyberball,Cyberball,unlocked_by,,
item,cyclops worm,Cyclops Worm,is_dlc,-,-
item,cyclops worm,Cyclops Worm,limit,,
item,cyclops worm,Cyclops Worm,price,45,45
item,cyclops worm,Cyclops Worm,rarity,2,2
item,cyclops worm,Cyclops Worm,stats,"+12 % Damage
-12 Range",{{Color|green|+12}} % Damage<br>{{Color|red|-12}} Range
item,cyclops worm,Cyclops Worm,tags,Damage,[[Damage]]
item,cyclops worm,Cyclops Worm,unique,,
item,cyclops worm,Cyclops Worm,unlocked_by,,
item,dangerous bunny,Dangerous Bunny,is_dlc,-,-
item,dangerous bunny,Dangerous Bunny,limit,3,3
item,dangerous bunny,Dangerous Bunny,price,30,30
item,dangerous bunny,Dangerous Bunny,rarity,2,2
item,dangerous bunny,Dangerous Bunny,stats,+1 free reroll in the shop,{{Color|green|+1}} free reroll in the shop
item,dangerous bunny,Dangerous Bunny,tags,Economy,[[Economy]]
item,dangerous bunny,Dangerous Bunny,unique,,
item,dangerous bunny,Dangerous Bunny,unlocked_by,,
item,decomposing flesh,Decomposing Flesh,is_dlc,-,-
item,decomposing flesh,Decomposing Flesh,limit,,
item,decomposing flesh,Decomposing Flesh,price,30,30
item,decomposing flesh,Decomposing Flesh,rarity,2,2
item,decomposing flesh,Decomposing Flesh,stats,"+1 % Life Steal when you level up
-1 Max HP when you level up",{{Color|green|+1}} {{Color|green|% Life Steal}} when you level up<br>{{Color|red|-1}} {{Color|red|Max HP}} when you level up
item,decomposing flesh,Decomposing Flesh,tags,Life Steal,[[Life Steal]]
item,decomposing flesh,Decomposing Flesh,unique,,
item,decomposing flesh,Decomposing Flesh,unlocked_by,Win a run with Vampire,Win a run with [[File:Vampire.png|link=Vampire|x30px]] [[Vampire]]
item,defective steroids,Defective Steroids,is_dlc,-,-
item,defective steroids,Defective Steroids,limit,,
item,defective steroids,Defective Steroids,price,20,20
item,defective steroids,Defective Steroids,rarity,1,1
item,defective steroids,Defective Steroids,stats,"+2 Max HP
+2 Melee Damage
-3 % Attack Speed",{{Color|green|+2}} Max HP<br>{{Color|green|+2}} Melee Damage<br>{{Color|red|-3}} % Attack Speed
item,defective steroids,Defective Steroids,tags,"Max HP, Melee Damage","[[Max HP]], [[Melee Damage]]"
item,defective steroids,Defective Steroids,unique,,
item,defective steroids,Defective Steroids,unlocked_by,,
item,diploma,Diploma,is_dlc,-,-
item,diploma,Diploma,limit,,
item,diploma,Diploma,price,90,90
item,diploma,Diploma,rarity,4,4
item,diploma,Diploma,stats,"+10 Engineering
+50 % XP Gain
-3 Max HP",{{Color|green|+10}} Engineering<br>{{Color|green|+50}} % XP Gain<br>{{Color|red|-3}} Max HP
item,diploma,Diploma,tags,"Engineering, XP Gain","[[Engineering]], [[XP Gain]]"
item,diploma,Diploma,unique,,
item,diploma,Diploma,unlocked_by,,
item,duct tape,Duct Tape,is_dlc,-,-
item,duct tape,Duct Tape,limit,,
item,duct tape,Duct Tape,price,20,20
item,duct tape,Duct Tape,rarity,1,1
item,duct tape,Duct Tape,stats,"+1 Armor
+1 Engineering
-2 Max HP",{{Color|green|+1}} Armor<br>{{Color|green|+1}} Engineering<br>{{Color|red|-2}} Max HP
item,duct tape,Duct Tape,tags,"Armor, Engineering","[[Armor]], [[Engineering]]"
item,duct tape,Duct Tape,unique,,
item,duct tape,Duct Tape,unlocked_by,,
item,dynamite,Dynamite,is_dlc,-,-
item,dynamite,Dynamite,limit,,
item,dynamite,Dynamite,price,20,20
item,dynamite,Dynamite,rarity,1,1
item,dynamite,Dynamite,stats,+15 % Explosion Damage,{{Color|green|+15}} % Explosion Damage
item,dynamite,Dynamite,tags,Explosive,[[Explosive (Item Tag)|Explosive]]
item,dynamite,Dynamite,unique,,
item,dynamite,Dynamite,unlocked_by,,
item,energy bracelet,Energy Bracelet,is_dlc,-,-
item,energy bracelet,Energy Bracelet,limit,,
item,energy bracelet,Energy Bracelet,price,55,55
item,energy bracelet,Energy Bracelet,rarity,2,2
item,energy bracelet,Energy Bracelet,stats,"+4 % Crit Chance
+2 Elemental Damage
-2 Ranged Damage",{{Color|green|+4}} % Crit Chance<br>{{Color|green|+2}} Elemental Damage<br>{{Color|red|-2}} Ranged Damage
item,energy bracelet,Energy Bracelet,tags,"Crit Chance, Elemental Damage","[[Crit Chance]], [[Elemental Damage]]"
item,energy bracelet,Energy Bracelet,unique,,
item,energy bracelet,Energy Bracelet,unlocked_by,,
item,esty’s couch,Esty’s Couch,is_dlc,-,-
item,esty’s couch,Esty’s Couch,limit,1,1
item,esty’s couch,Esty’s Couch,price,100,100
item,esty’s couch,Esty’s Couch,rarity,4,4
item,esty’s couch,Esty’s Couch,stats,"+5 Max HP
+2 HP Regeneration for every permanent -1 % Speed you have
-20 % Speed",{{Color|green|+5}} Max HP<br>{{Color|green|+2}} {{Color|green|HP Regeneration}} for every permanent {{Color|red|-1}} {{Color|red|% Speed}} you have <br>{{Color|red|-20}} % Speed
item,esty’s couch,Esty’s Couch,tags,"HP Regeneration, Max HP","[[HP Regeneration]], [[Max HP]]"
item,esty’s couch,Esty’s Couch,unique,true,true
item,esty’s couch,Esty’s Couch,unlocked_by,,
item,exoskeleton,Exoskeleton,is_dlc,-,-
item,exoskeleton,Exoskeleton,limit,,
item,exoskeleton,Exoskeleton,price,90,90
item,exoskeleton,Exoskeleton,rarity,4,4
item,exoskeleton,Exoskeleton,stats,"+3 Armor
+5 % Crit Chance
+5 Engineering
+5 % Speed
-2 HP Regeneration
-2 % Life Steal",{{Color|green|+3}} Armor<br>{{Color|green|+5}} % Crit Chance<br>{{Color|green|+5}} Engineering<br>{{Color|green|+5}} % Speed<br>{{Color|red|-2}} HP Regeneration<br>{{Color|red|-2}} % Life Steal
item,exoskeleton,Exoskeleton,tags,"Armor, Crit Chance, Engineering, Speed","[[Armor]], [[Crit Chance]], [[Engineering]], [[Speed]]"
item,exoskeleton,Exoskeleton,unique,,
item,exoskeleton,Exoskeleton,unlocked_by,,
item,explosive shells,Explosive Shells,is_dlc,-,-
item,explosive shells,Explosive Shells,limit,,
item,explosive shells,Explosive Shells,price,100,100
item,explosive shells,Explosive Shells,rarity,4,4
item,explosive shells,Explosive Shells,stats,"+60 % Explosion Damage
+15 % Explosion Size
-15 % Damage",{{Color|green|+60}} % Explosion Damage<br>{{Color|green|+15}} % Explosion Size<br>{{Color|red|-15}} % Damage
item,explosive shells,Explosive Shells,tags,Explosive,[[Explosive (Item Tag)|Explosive]]
item,explosive shells,Explosive Shells,unique,,
item,explosive shells,Explosive Shells,unlocked_by,Win a run with Artificer,Win a run with [[File:Artificer.png|link=Artificer|x30px]] [[Artificer]]
item,explosive turret,Explosive Turret,is_dlc,-,-
item,explosive turret,Explosive Turret,limit,,
item,explosive turret,Explosive Turret,price,80,80
item,explosive turret,Explosive Turret,rarity,4,4
item,explosive turret,Explosive Turret,stats,Spawns a turret that shoots explosive bullets dealing 25 ({{Color|green|+150% Engineering}}) damage in an area,Spawns a turret that shoots explosive bullets dealing {{Color|green|25}} ({{Color|green|+150%{{StatIcon|Engineering}}}}) damage in an area
item,explosive turret,Explosive Turret,tags,"Engineering, Structure","[[Engineering]], [[Structure (Item Tag)|Structure]]"
item,explosive turret,Explosive Turret,unique,,
item,explosive turret,Explosive Turret,unlocked_by,,
item,extra stomach,Extra Stomach,is_dlc,-,-
item,extra stomach,Extra Stomach,limit,1,1
item,extra stomach,Extra Stomach,price,100,100
item,extra stomach,Extra Stomach,rarity,4,4
item,extra stomach,Extra Stomach,stats,+1 Max HP when picking up a consumable while at maximum health (max +8 per wave),{{Color|green|+1}} {{Color|green|Max HP}} when picking up a consumable while at maximum health (max {{Color|green|+8}} per wave)
item,extra stomach,Extra Stomach,tags,"Max HP, Luck","[[Max HP]], [[Luck]]"
item,extra stomach,Extra Stomach,unique,true,true
item,extra stomach,Extra Stomach,unlocked_by,,
item,eyepatch,Eyepatch,is_dlc,1,1
item,eyepatch,Eyepatch,limit,,
item,eyepatch,Eyepatch,price,55,55
item,eyepatch,Eyepatch,rarity,2,2
item,eyepatch,Eyepatch,stats,"Projectiles get +1 piercing on critical hit
+3 % Crit Chance
-10% Accuracy",Projectiles get {{Color|green|+1}} piercing on critical hit<br>{{Color|green|+3}} % Crit Chance<br>{{Color|red|-10%}} Accuracy
item,eyepatch,Eyepatch,tags,"Crit Chance, Ranged Damage","[[Crit Chance]], [[Ranged Damage]]"
item,eyepatch,Eyepatch,unique,,
item,eyepatch,Eyepatch,unlocked_by,Win a run with Buccaneer,Win a run with [[File:Buccaneer.png|link=Buccaneer|x30px]] [[Buccaneer]]
item,eyes surgery,Eyes Surgery,is_dlc,-,-
item,eyes surgery,Eyes Surgery,limit,2,2
item,eyes surgery,Eyes Surgery,price,60,60
item,eyes surgery,Eyes Surgery,rarity,2,2
item,eyes surgery,Eyes Surgery,stats,"Burning activates 20% faster
+1 Elemental Damage
-10 Range",Burning activates {{Color|green|20%}} faster<br>{{Color|green|+1}} Elemental Damage<br>{{Color|red|-10}} Range
item,eyes surgery,Eyes Surgery,tags,Elemental Damage,[[Elemental Damage]]
item,eyes surgery,Eyes Surgery,unique,,
item,eyes surgery,Eyes Surgery,unlocked_by,,
item,fairy,Fairy,is_dlc,-,-
item,fairy,Fairy,limit,1,1
item,fairy,Fairy,price,85,85
item,fairy,Fairy,rarity,3,3
item,fairy,Fairy,stats,"+1 HP Regeneration for every different Tier I item you have
-3 HP Regeneration for every different Tier IV item you have",{{Color|green|+1}} {{Color|green|HP Regeneration}} for every different {{Color|green|Tier I item}} you have <br>{{Color|red|-3}} {{Color|red|HP Regeneration}} for every different {{Color|red|Tier IV item}} you have
item,fairy,Fairy,tags,HP Regeneration,[[HP Regeneration]]
item,fairy,Fairy,unique,true,true
item,fairy,Fairy,unlocked_by,Win a run with Renegade,Win a run with [[File:Renegade.png|link=Renegade|x30px]] [[Renegade]]
item,feather,Feather,is_dlc,1,1
item,feather,Feather,limit,,
item,feather,Feather,price,18,18
item,feather,Feather,rarity,1,1
item,feather,Feather,stats,"+1 Ranged Damage
+3 % Dodge
-3 % XP Gain",{{Color|green|+1}} Ranged Damage<br>{{Color|green|+3}} % Dodge<br>{{Color|red|-3}} % XP Gain
item,feather,Feather,tags,"Ranged Damage, Dodge","[[Ranged Damage]], [[Dodge]]"
item,feather,Feather,unique,,
item,feather,Feather,unlocked_by,,
item,fertilizer,Fertilizer,is_dlc,-,-
item,fertilizer,Fertilizer,limit,,
item,fertilizer,Fertilizer,price,15,15
item,fertilizer,Fertilizer,rarity,1,1
item,fertilizer,Fertilizer,stats,"+8 Harvesting
-1 Melee Damage",{{Color|green|+8}} Harvesting<br>{{Color|red|-1}} Melee Damage
item,fertilizer,Fertilizer,tags,Harvesting,[[Harvesting]]
item,fertilizer,Fertilizer,unique,,
item,fertilizer,Fertilizer,unlocked_by,,
item,fin,Fin,is_dlc,-,-
item,fin,Fin,limit,,
item,fin,Fin,price,65,65
item,fin,Fin,rarity,3,3
item,fin,Fin,stats,"+10 % Speed
+3 % Life Steal
-8 Luck",{{Color|green|+10}} % Speed<br>{{Color|green|+3}} % Life Steal<br>{{Color|red|-8}} Luck
item,fin,Fin,tags,"Speed, Life Steal","[[Speed]], [[Life Steal]]"
item,fin,Fin,unique,,
item,fin,Fin,unlocked_by,Win a run with Speedy,Win a run with [[File:Speedy.png|link=Speedy|x30px]] [[Speedy]]
item,fish hook,Fish Hook,is_dlc,1,1
item,fish hook,Fish Hook,limit,3,3
item,fish hook,Fish Hook,price,35,35
item,fish hook,Fish Hook,rarity,2,2
item,fish hook,Fish Hook,stats,"Locked items and weapons have a 20% chance to become cursed when leaving the shop
+1 Curse",Locked items and weapons have a {{Color|green|20%}} chance to become cursed when leaving the shop<br>{{Color|curse|+1}} Curse
item,fish hook,Fish Hook,tags,"Curse, Lock (Item Tag)","[[Curse]], [[Lock (Item Tag)]]"
item,fish hook,Fish Hook,unique,,
item,fish hook,Fish Hook,unlocked_by,,
item,focus,Focus,is_dlc,-,-
item,focus,Focus,limit,,
item,focus,Focus,price,110,110
item,focus,Focus,rarity,4,4
item,focus,Focus,stats,"+30 % Damage
-3 % Attack Speed for every different weapon you have",{{Color|green|+30}} % Damage<br>{{Color|red|-3}} {{Color|red|% Attack Speed}} for every different weapon you have
item,focus,Focus,tags,Damage,[[Damage]]
item,focus,Focus,unique,,
item,focus,Focus,unlocked_by,Win a run with One Armed,Win a run with [[File:One Armed.png|link=One Armed|x30px]] [[One Armed]]
item,fresh meat,Fresh Meat,is_dlc,-,-
item,fresh meat,Fresh Meat,limit,,
item,fresh meat,Fresh Meat,price,25,25
item,fresh meat,Fresh Meat,rarity,1,1
item,fresh meat,Fresh Meat,stats,"+2 % Life Steal
-1 HP Regeneration",{{Color|green|+2}} % Life Steal<br>{{Color|red|-1}} HP Regeneration
item,fresh meat,Fresh Meat,tags,Life Steal,[[Life Steal]]
item,fresh meat,Fresh Meat,unique,,
item,fresh meat,Fresh Meat,unlocked_by,,
item,fried rice,Fried Rice,is_dlc,-,-
item,fried rice,Fried Rice,limit,1,1
item,fried rice,Fried Rice,price,60,60
item,fried rice,Fried Rice,rarity,3,3
item,fried rice,Fried Rice,stats,+1 HP Regeneration for every currently burning enemy,{{Color|green|+1}} {{Color|green|HP Regeneration}} for every currently burning enemy
item,fried rice,Fried Rice,tags,HP Regeneration,[[HP Regeneration]]
item,fried rice,Fried Rice,unique,true,true
item,fried rice,Fried Rice,unlocked_by,,
item,frozen heart,Frozen Heart,is_dlc,-,-
item,frozen heart,Frozen Heart,limit,1,1
item,frozen heart,Frozen Heart,price,90,90
item,frozen heart,Frozen Heart,rarity,3,3
item,frozen heart,Frozen Heart,stats,"+8 Elemental Damage
+5 % Crit Chance
Weapon damage additionally scales with 10% Elemental Damage
Burning activates 100% slower",{{Color|green|+8}} Elemental Damage<br>{{Color|green|+5}} % Crit Chance<br>Weapon damage additionally scales with {{Color|green|10%}} {{Color|green|Elemental Damage}}<br>Burning activates {{Color|red|100%}} slower
item,frozen heart,Frozen Heart,tags,"Elemental Damage, Crit Chance","[[Elemental Damage]], [[Crit Chance]]"
item,frozen heart,Frozen Heart,unique,true,true
item,frozen heart,Frozen Heart,unlocked_by,,
item,fruit basket,Fruit Basket,is_dlc,-,-
item,fruit basket,Fruit Basket,limit,4,4
item,fruit basket,Fruit Basket,price,45,45
item,fruit basket,Fruit Basket,rarity,2,2
item,fruit basket,Fruit Basket,stats,"Enemies have a higher chance of dropping fruits
-3 HP Regeneration",Enemies have a higher chance of dropping fruits<br>{{Color|red|-3}} HP Regeneration
item,fruit basket,Fruit Basket,tags,Consumable,[[Consumable (Item Tag)|Consumable]]
item,fruit basket,Fruit Basket,unique,,
item,fruit basket,Fruit Basket,unlocked_by,Collect 100 fruits while at maximum health,Collect 100 fruits while at maximum health
item,fuel tank,Fuel Tank,is_dlc,-,-
item,fuel tank,Fuel Tank,limit,,
